athlete_name,short_name,athlete_gender,athlete_birth_date,athlete_birth_place,athlete_birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
VIDTS Noor,VIDTS N,Female,00:00.0,,,Belgium,BEL,Athletics,ATH,VILVOORDE,Belgium,,../../../en/results/athletics/athlete-profile-n1393421-vidts-noor.htm
VIEIRA Ana Carolina,VIEIRA AC,Female,00:00.0,SAO PAULO,Brazil,Brazil,BRA,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1328944-vieira-ana-carolina.htm
VIEIRA Joao,VIEIRA J,Male,00:00.0,PORTIMAO,Portugal,Portugal,POR,Athletics,ATH,RIO MAIOR,Portugal,,../../../en/results/athletics/athlete-profile-n1450245-vieira-joao.htm
VIEIRA Samara,VIEIRA S,Female,00:00.0,,,Brazil,BRA,Handball,HBL,,,1.83/6'0'',../../../en/results/handball/athlete-profile-n1335813-vieira-samara.htm
VIENS Evelyne,VIENS E,Female,00:00.0,"L'ANCIENNE-LORETTE, QC",Canada,Canada,CAN,Football,FBL,,,1.73/5'8'',../../../en/results/football/athlete-profile-n1469438-viens-evelyne.htm
VIERU Denis,VIERU D,Male,00:00.0,,,Republic of Moldova,MDA,Judo,JUD,CHISINAU,Republic of Moldova,1.67/5'5'',../../../en/results/judo/athlete-profile-n1381537-vieru-denis.htm
VIGIER Sebastien,VIGIER S,Male,00:00.0,,,France,FRA,Cycling Track,CTR,,,1.77/5'9'',../../../en/results/cycling-track/athlete-profile-n1398930-vigier-sebastien.htm
VIGNA Laura,VIGNA L,Female,00:00.0,,,Italy,ITA,Baseball/Softball,BSB,,,1.62/5'3'',../../../en/results/baseball-softball/athlete-profile-n1325515-vigna-laura.htm
VIGRASS Graham,VIGRASS G,Male,00:00.0,"CALGARY, AB",Canada,Canada,CAN,Volleyball,VVO,TURKEY,,2.05/6'8'',../../../en/results/volleyball/athlete-profile-n1433400-vigrass-graham.htm
VIKLUND Therese,VIKLUND T,Female,00:00.0,,,Sweden,SWE,Equestrian,EQU,GREAT BRITAIN,,,../../../en/results/equestrian/athlete-profile-n1436056-viklund-therese.htm
VIKSTROM Antti,VIKSTROM A,Male,00:00.0,OULAINEN,Finland,Finland,FIN,Archery,ARC,OULAINEN,Finland,,../../../en/results/archery/athlete-profile-n1317188-vikstrom-antti.htm
VILA Lucas Martin,VILA LM,Male,00:00.0,BUENOS AIRES,Argentina,Argentina,ARG,Hockey,HOC,,,,../../../en/results/hockey/athlete-profile-n1361896-vila-lucas-martin.htm
VILAR Lucas,VILAR L,Male,00:00.0,LIMEIRA,Brazil,Brazil,BRA,Athletics,ATH,SAO PAULO,Brazil,,../../../en/results/athletics/athlete-profile-n1355032-vilar-lucas.htm
VILARRUBLA Nuria,VILARRUBLA N,Female,00:00.0,LA SEU D'URGELL,Spain,Spain,ESP,Canoe Slalom,CSL,LA SEU D'URGELL,Spain,,../../../en/results/canoe-slalom/athlete-profile-n1358277-vilarrubla-nuria.htm
VILDOZA Luca,VILDOZA L,Male,00:00.0,BUENOS AIRES,Argentina,Argentina,ARG,Basketball,BKB,VITORIA-GASTEIZ,Spain,1.91/6'3'',../../../en/results/basketball/athlete-profile-n1344014-vildoza-luca.htm
VILLA CASTANEDA Sebastian,VILLA CASTANEDA S,Male,00:00.0,MEDELLIN,Colombia,Colombia,COL,Diving,DIV,ENVIGADO,Colombia,,../../../en/results/diving/athlete-profile-n1383985-villa-castaneda-sebastian.htm
VILLALBA Virginia Elizabeth,VILLALBA VE,Female,00:00.0,,,Ecuador,ECU,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1764097-villalba-virginia-elizabeth.htm
VILLAMAYOR Sergio,VILLAMAYOR S,Male,00:00.0,FORMOSA,Argentina,Argentina,ARG,Modern Pentathlon,MPN,BUDAPEST,Hungary,,../../../en/results/modern-pentathlon/athlete-profile-n1362471-villamayor-sergio.htm
VILLANUEVA FLORES Claudio Paulino,VILLANUEVA FLOR CP,Male,00:00.0,CUENCA,Ecuador,Ecuador,ECU,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1458025-villanueva-flores-claudio-paulino.htm
VILLAR Ivan,VILLAR I,Male,00:00.0,,,Spain,ESP,Football,FBL,,,1.80/5'10'',../../../en/results/football/athlete-profile-n1334773-villar-ivan.htm
VILLARREAL TUDON Andres Isaac,VILLARREAL TUDON A,Male,00:00.0,,,Mexico,MEX,Diving,DIV,SAN NICOLAS DE LOS GARZA,Mexico,1.70/5'6'',../../../en/results/diving/athlete-profile-n1301396-villarreal-tudon-andres-isaac.htm
VINCENT Davidson,VINCENT D,Male,00:00.0,,Haiti,Haiti,HAI,Swimming,SWM,UNITED STATES OF AMERICA,,,../../../en/results/swimming/athlete-profile-n1373533-vincent-davidson.htm
VINCENT Julia,VINCENT J,Female,00:00.0,JOHANNESBURG,South Africa,South Africa,RSA,Diving,DIV,"COLUMBIA, SC",United States of America,,../../../en/results/diving/athlete-profile-n1323294-vincent-julia.htm
VINCENT Katie,VINCENT K,Female,00:00.0,,,Canada,CAN,Canoe Sprint,CSP,,,1.75/5'8'',../../../en/results/canoe-sprint/athlete-profile-n1433178-vincent-katie.htm
VINCENT Nnamdi,VINCENT N,Male,00:00.0,"MODESTO, CA",United States of America,Nigeria,NGR,Basketball,BKB,,,1.90/6'2'',../../../en/results/basketball/athlete-profile-n1399084-vincent-nnamdi.htm
VINCENT Scott,VINCENT S,Male,00:00.0,HARARE,Zimbabwe,Zimbabwe,ZIM,Golf,GLF,JAPAN,,1.81/5'11'',../../../en/results/golf/athlete-profile-n1343338-vincent-scott.htm
VINCENT-LAPOINTE Laurence,VINCENT-LAPOINTE L,Female,00:00.0,,,Canada,CAN,Canoe Sprint,CSP,,,1.81/5'11'',../../../en/results/canoe-sprint/athlete-profile-n1433179-vincent-lapointe-laurence.htm
VINESH Vinesh,VINESH V,Female,00:00.0,BHIWANI,India,India,IND,Wrestling,WRE,BHIWANI,India,,../../../en/results/wrestling/athlete-profile-n1340128-vinesh-vinesh.htm
VINOGRADOVA Natalia,VINOGRADOVA N,Female,00:00.0,MOSCOW,Russian Federation,ROC,ROC,Shooting,SHO,MOSCOW,Russian Federation,,../../../en/results/shooting/athlete-profile-n1428814-vinogradova-natalia.htm
VIQUERAT Antoine,VIQUERAT A,Male,00:00.0,,,France,FRA,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1312321-viquerat-antoine.htm
VIRBALYTE Brigita,VIRBALYTE B,Female,00:00.0,ALYTUS,Lithuania,Lithuania,LTU,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1294802-virbalyte-brigita.htm
VISSER Impi,VISSER I,Male,00:00.0,,,South Africa,RSA,Rugby Sevens,RUG,,,1.88/6'2'',../../../en/results/rugby-sevens/athlete-profile-n1284805-visser-impi.htm
VISSER Nadine,VISSER N,Female,00:00.0,HOORN,Netherlands,Netherlands,NED,Athletics,ATH,ARNHEM,Netherlands,,../../../en/results/athletics/athlete-profile-n1476265-visser-nadine.htm
VITA Claudine,VITA C,Female,00:00.0,FRANKFURT AN DER ODER,Germany,Germany,GER,Athletics,ATH,NEUBRANDENBURG,Germany,,../../../en/results/athletics/athlete-profile-n1347234-vita-claudine.htm
VITALI Michele,VITALI M,Male,00:00.0,BOLOGNA,Italy,Italy,ITA,Basketball,BKB,,,1.96/6'5'',../../../en/results/basketball/athlete-profile-n1347980-vitali-michele.htm
VITALIS Coraline,VITALIS C,Female,00:00.0,LE GOSIER,France,France,FRA,Fencing,FEN,PARIS,France,,../../../en/results/fencing/athlete-profile-n1351033-vitalis-coraline.htm
VITITIN Artur,VITITIN A,Male,00:00.0,,,Estonia,EST,Wrestling,WRE,,,1.81/5'11'',../../../en/results/wrestling/athlete-profile-n1353639-vititin-artur.htm
VITORINO Tabata,VITORINO T,Female,00:00.0,MARINGA,Brazil,Brazil,BRA,Athletics,ATH,MARINGA,Brazil,,../../../en/results/athletics/athlete-profile-n1355070-vitorino-tabata.htm
VIVALDI Juan Manuel,VIVALDI JM,Male,00:00.0,SAN MARTIN,Argentina,Argentina,ARG,Hockey,HOC,,,,../../../en/results/hockey/athlete-profile-n1361898-vivaldi-juan-manuel.htm
VIVARELLI Debora,VIVARELLI D,Female,00:00.0,BOLZANO,Italy,Italy,ITA,Table Tennis,TTE,APPIANO SULLA STRADA DEL VINO,Italy,1.63/5'4'',../../../en/results/table-tennis/athlete-profile-n1340909-vivarelli-debora.htm
VIVAS PALACIOS Jorge Luis,VIVAS PALACIOS JL,Male,00:00.0,TURBO,Colombia,Colombia,COL,Boxing,BOX,,,,../../../en/results/boxing/athlete-profile-n1444413-vivas-palacios-jorge-luis.htm
VIVIANI Elia,VIVIANI E,Male,00:00.0,,,Italy,ITA,Cycling Track,CTR,,,1.77/5'9'',../../../en/results/cycling-track/athlete-profile-n1346201-viviani-elia.htm
VLACH Martin,VLACH M,Male,00:00.0,,,Czech Republic,CZE,Modern Pentathlon,MPN,,,,../../../en/results/modern-pentathlon/athlete-profile-n1418154-vlach-martin.htm
VLACHOPOULOS Angelos,VLACHOPOULOS A,Male,00:00.0,THESSALONIKI,Greece,Greece,GRE,Water Polo,WPO,ATHENS,Greece,1.80/5'10'',../../../en/results/water-polo/athlete-profile-n1466634-vlachopoulos-angelos.htm
VLASOV Aleksandr,VLASOV A,Male,00:00.0,VYBORG,Russian Federation,ROC,ROC,Cycling Road,CRD,VYBORG,Russian Federation,1.86/6'1'',../../../en/results/cycling-road/athlete-profile-n1436457-vlasov-aleksandr.htm
VLCEK Erik,VLCEK E,Male,00:00.0,,,Slovakia,SVK,Canoe Sprint,CSP,,,1.89/6'2'',../../../en/results/canoe-sprint/athlete-profile-n1387303-vlcek-erik.htm
VLIEGEN Joran,VLIEGEN J,Male,00:00.0,MAASEIK,Belgium,Belgium,BEL,Tennis,TEN,BELGIUM,,,../../../en/results/tennis/athlete-profile-n1393659-vliegen-joran.htm
VLOCK Teddy,VLOCK T,Male,00:00.0,,,Israel,ISR,Equestrian,EQU,"WELLINGTON, FL",United States of America,,../../../en/results/equestrian/athlete-profile-n1330669-vlock-teddy.htm
VLOON Menno,VLOON M,Male,00:00.0,ZAANDAM,Netherlands,Netherlands,NED,Athletics,ATH,ZAANDAM,Netherlands,,../../../en/results/athletics/athlete-profile-n1476266-vloon-menno.htm
VOGEL Soma,VOGEL S,Male,00:00.0,,,Hungary,HUN,Water Polo,WPO,,,,../../../en/results/water-polo/athlete-profile-n1364581-vogel-soma.htm
VOGG Felix,VOGG F,Male,00:00.0,WAIBLINGEN,Germany,Switzerland,SUI,Equestrian,EQU,UBERLINGEN,Germany,,../../../en/results/equestrian/athlete-profile-n1466412-vogg-felix.htm
VOIGTMANN Johannes,VOIGTMANN J,Male,00:00.0,,,Germany,GER,Basketball,BKB,,,2.09/6'10'',../../../en/results/basketball/athlete-profile-n1327272-voigtmann-johannes.htm
VOINOVA Anastasiia,VOINOVA A,Female,00:00.0,,,ROC,ROC,Cycling Track,CTR,,,1.63/5'4'',../../../en/results/cycling-track/athlete-profile-n1436553-voinova-anastasiia.htm
VOLIKAKIS Christos,VOLIKAKIS C,,,,,,GRE,,CTR,,,,../../../en/results/cycling-track/athlete-profile-n1477256-volikakis-christos.htm
VOLKO Jan,VOLKO J,Male,00:00.0,BRATISLAVA,Slovakia,Slovakia,SVK,Athletics,ATH,BRATISLAVA,Slovakia,,../../../en/results/athletics/athlete-profile-n1387264-volko-jan.htm
VOLKOV Dmitry,VOLKOV D,Male,00:00.0,NOVOKUYBYSHEVSK,Russian Federation,ROC,ROC,Volleyball,VVO,MOSCOW,Russian Federation,2.01/6'7'',../../../en/results/volleyball/athlete-profile-n1435950-volkov-dmitry.htm
VOLLERING Demi,VOLLERING D,Female,00:00.0,PIJNACKER,Netherlands,Netherlands,NED,Cycling Road,CRD,BERKEL EN RODENRIJS,Netherlands,,../../../en/results/cycling-road/athlete-profile-n1467953-vollering-demi.htm
VOLPI Alice,VOLPI A,Female,00:00.0,SIENA,Italy,Italy,ITA,Fencing,FEN,FRASCATI,Italy,,../../../en/results/fencing/athlete-profile-n1398549-volpi-alice.htm
VOLVICH Artem,VOLVICH A,Male,00:00.0,NIZHNEVARTOVSK,Russian Federation,ROC,ROC,Volleyball,VVO,NOVOSIBIRSK,Russian Federation,2.08/6'9'',../../../en/results/volleyball/athlete-profile-n1435937-volvich-artem.htm
von BREDOW-WERNDL Jessica,von BREDOW-WERNDL Jessica,Female,00:00.0,,,Germany,GER,Equestrian,EQU,AUBENHAUSEN,Germany,,../../../en/results/equestrian/athlete-profile-n1346439-von-bredow-werndl-jessica.htm
von ECKERMANN Henrik,von ECKERMANN H,Male,00:00.0,NYKOPING,Sweden,Sweden,SWE,Equestrian,EQU,,,,../../../en/results/equestrian/athlete-profile-n1436074-von-eckermann-henrik.htm
von MARTELS Chris,von MARTELS C,Male,00:00.0,"CHATHAM, ON",Canada,Canada,CAN,Equestrian,EQU,"WELLINGTON, FL",United States of America,,../../../en/results/equestrian/athlete-profile-n1429683-von-martels-chris.htm
VONDROUSOVA Marketa,VONDROUSOVA M,Female,00:00.0,SOKOLOV,Czech Republic,Czech Republic,CZE,Tennis,TEN,,,1.72/5'7'',../../../en/results/tennis/athlete-profile-n1408425-vondrousova-marketa.htm
VONDROVA Lada,VONDROVA L,Female,00:00.0,NOVE MESTO NA MORAVE,Czech Republic,Czech Republic,CZE,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1408061-vondrova-lada.htm
VOORN Jessey,VOORN J,Male,00:00.0,,,Netherlands,NED,3x3 Basketball,BK3,AMSTERDAM,Netherlands,1.93/6'3'',../../../en/results/3x3-basketball/athlete-profile-n1464100-voorn-jessey.htm
VOROBEVA Elena,VOROBEVA E,Female,00:00.0,,Russian Federation,Croatia,CRO,Sailing,SAL,SPLIT,Croatia,1.74/5'8'',../../../en/results/sailing/athlete-profile-n1383897-vorobeva-elena.htm
VOROBIEVA Natalia,VOROBIEVA N,Female,00:00.0,TULUN,Russian Federation,ROC,ROC,Wrestling,WRE,ST. PETERSBURG,Russian Federation,,../../../en/results/wrestling/athlete-profile-n1436240-vorobieva-natalia.htm
VORONINA Ekaterina,VORONINA E,Female,00:00.0,TASHKENT,Uzbekistan,Uzbekistan,UZB,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1286723-voronina-ekaterina.htm
VORONKOVA Irina,VORONKOVA I,Female,00:00.0,ISTANBUL,Turkey,ROC,ROC,Volleyball,VVO,KALININGRAD,Russian Federation,1.90/6'2'',../../../en/results/volleyball/athlete-profile-n1435863-voronkova-irina.htm
VORONTSOVA Liudmila,VORONTSOVA L,Female,00:00.0,PETROPAVLOVKA,Russian Federation,ROC,ROC,Boxing,BOX,ULAN-UDE,Russian Federation,,../../../en/results/boxing/athlete-profile-n1425908-vorontsova-liudmila.htm
VORSTER Michelle,VORSTER M,Female,00:00.0,WINDHOEK,Namibia,Namibia,NAM,Cycling Mountain Bike,MTB,NEW ZEALAND,,1.67/5'5'',../../../en/results/cycling-mountain-bike/athlete-profile-n1317092-vorster-michelle.htm
VOS Marianne,VOS M,Female,00:00.0,'S-HERTOGENBOSCH,Netherlands,Netherlands,NED,Cycling Road,CRD,BABYLONIENBROEK,Netherlands,,../../../en/results/cycling-road/athlete-profile-n1467976-vos-marianne.htm
VOSS Sarah,VOSS S,Female,00:00.0,FRANKFURT AM MAIN,Germany,Germany,GER,Artistic Gymnastics,GAR,COLOGNE,Germany,1.67/5'5'',../../../en/results/artistic-gymnastics/athlete-profile-n1329930-voss-sarah.htm
VOZNYAK Anastasiya,VOZNYAK A,Female,00:00.0,LVIV,Ukraine,Ukraine,UKR,Rhythmic Gymnastics,GRY,KYIV,Ukraine,1.70/5'6'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1428732-voznyak-anastasiya.htm
VRABCOVA NYVLTOVA Eva,VRABCOVA NYVLTOV E,Female,00:00.0,TRUTNOV,Czech Republic,Czech Republic,CZE,Athletics,ATH,HRADEC KRALOVE,Czech Republic,,../../../en/results/athletics/athlete-profile-n1408062-vrabcova-nyvltova-eva.htm
VRASTIL Miroslav,VRASTIL M,Male,00:00.0,OLOMOUC,Czech Republic,Czech Republic,CZE,Rowing,ROW,OLOMOUC,Czech Republic,1.84/6'0'',../../../en/results/rowing/athlete-profile-n1413957-vrastil-miroslav.htm
VRINCEANU Ioana,VRINCEANU I,Female,00:00.0,TIRGU NEAMT,Romania,Romania,ROU,Rowing,ROW,SILISTEA SNAGOVULUI,Romania,1.79/5'10'',../../../en/results/rowing/athlete-profile-n1287215-vrinceanu-ioana.htm
VRLIC Josip,VRLIC J,Male,00:00.0,RIJEKA,Croatia,Croatia,CRO,Water Polo,WPO,RIJEKA,Croatia,1.98/6'5'',../../../en/results/water-polo/athlete-profile-n1398802-vrlic-josip.htm
VRZALOVA Simona,VRZALOVA S,Female,00:00.0,,,Czech Republic,CZE,Athletics,ATH,CESKY TESIN,Czech Republic,,../../../en/results/athletics/athlete-profile-n1408063-vrzalova-simona.htm
VUC Emilia Alina,VUC EA,Female,00:00.0,RESITA,Romania,Romania,ROU,Wrestling,WRE,BUCHAREST,Romania,1.54/5'0'',../../../en/results/wrestling/athlete-profile-n1301115-vuc-emilia-alina.htm
VUCENOVIC Marija,VUCENOVIC M,Female,00:00.0,,,Serbia,SRB,Athletics,ATH,NOVI SAD,Serbia,,../../../en/results/athletics/athlete-profile-n1344846-vucenovic-marija.htm
VUKASINOVIC Sanja,VUKASINOVIC S,Female,00:00.0,BELGRADE,Serbia,Serbia,SRB,Shooting,SHO,NOVI SAD,Serbia,,../../../en/results/shooting/athlete-profile-n1344936-vukasinovic-sanja.htm
VUKCEVIC Nikolina,VUKCEVIC N,Female,00:00.0,PODGORICA,Montenegro,Montenegro,MNE,Handball,HBL,PODGORICA,Montenegro,1.79/5'10'',../../../en/results/handball/athlete-profile-n1304388-vukcevic-nikolina.htm
VUKICEVIC Ante,VUKICEVIC A,Male,00:00.0,ZAGREB,Croatia,Croatia,CRO,Water Polo,WPO,MARSEILLE,France,1.87/6'1'',../../../en/results/water-polo/athlete-profile-n1400007-vukicevic-ante.htm
VUKOSAVLJEVIC Valeriane,VUKOSAVLJEVIC V,Female,00:00.0,BORDEAUX,France,France,FRA,Basketball,BKB,,,1.84/6'0'',../../../en/results/basketball/athlete-profile-n1340265-vukosavljevic-valeriane.htm
VUKOVIC Marija,VUKOVIC M,Female,00:00.0,KNIN,Croatia,Montenegro,MNE,Athletics,ATH,ATHENS,Greece,,../../../en/results/athletics/athlete-profile-n1310769-vukovic-marija.htm
VUKSANOVIC Srdan,VUKSANOVIC S,Male,00:00.0,NOVI SAD,Serbia,Kazakhstan,KAZ,Water Polo,WPO,ALMATY,Kazakhstan,,../../../en/results/water-polo/athlete-profile-n1303709-vuksanovic-srdan.htm
VULPISI Clara,VULPISI C,Female,00:00.0,,,Canada,CAN,Water Polo,WPO,,,1.72/5'7'',../../../en/results/water-polo/athlete-profile-n1433329-vulpisi-clara.htm
VYAKHIREVA Anna,VYAKHIREVA A,Female,00:00.0,VOLGOGRAD,Russian Federation,ROC,ROC,Handball,HBL,ROSTOV-NA-DONU,Russian Federation,1.68/5'6'',../../../en/results/handball/athlete-profile-n1407691-vyakhireva-anna.htm
VYAZOVKIN Alexander,VYAZOVKIN A,Male,00:00.0,,,ROC,ROC,Rowing,ROW,TOGLIATTI,Russian Federation,,../../../en/results/rowing/athlete-profile-n1435227-vyazovkin-alexander.htm
VYORAL Tomas,VYORAL T,Male,00:00.0,WEISSENFELS,Germany,Czech Republic,CZE,Basketball,BKB,PARDUBICE,Czech Republic,1.90/6'2'',../../../en/results/basketball/athlete-profile-n1432590-vyoral-tomas.htm
VYSOCHANSKA Mariia,VYSOCHANSKA M,Female,00:00.0,LVIV,Ukraine,Ukraine,UKR,Rhythmic Gymnastics,GRY,KYIV,Ukraine,1.72/5'7'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1428735-vysochanska-mariia.htm
VYSTAVEL Frederic,VYSTAVEL F,Male,00:00.0,,,Denmark,DEN,Rowing,ROW,,,1.98/6'5'',../../../en/results/rowing/athlete-profile-n1366761-vystavel-frederic.htm
WADDILOVE Sean,WADDILOVE S,Male,00:00.0,,,Ireland,IRL,Sailing,SAL,DUBLIN,Ireland,,../../../en/results/sailing/athlete-profile-n1319843-waddilove-sean.htm
WADDLETON Ethan,WADDLETON E,Male,00:00.0,IPSWICH,Great Britain,Great Britain,GBR,Rugby Sevens,RUG,IPSWICH,Great Britain,1.78/5'10'',../../../en/results/rugby-sevens/athlete-profile-n1468846-waddleton-ethan.htm
WAFULA Stella,WAFULA S,Female,00:00.0,,,Kenya,KEN,Rugby Sevens,RUG,,,1.77/5'9'',../../../en/results/rugby-sevens/athlete-profile-n1402291-wafula-stella.htm
WAGMAN Joey,WAGMAN J,Male,00:00.0,"DANVILLE, CA",United States of America,Israel,ISR,Baseball/Softball,BSB,,,1.83/6'0'',../../../en/results/baseball-softball/athlete-profile-n1280405-wagman-joey.htm
WAGMAN Nick,WAGMAN N,Male,00:00.0,GORINCHEM,Netherlands,United States of America,USA,Equestrian,EQU,"RANCHO SANTA FE, CA",United States of America,,../../../en/results/equestrian/athlete-profile-n1451485-wagman-nick.htm
WAGNER Anna-Maria,WAGNER AM,Female,00:00.0,,,Germany,GER,Judo,JUD,COLOGNE,Germany,,../../../en/results/judo/athlete-profile-n1326845-wagner-anna-maria.htm
WAGNER Benedikt,WAGNER B,Male,00:00.0,DORMAGEN,Germany,Germany,GER,Fencing,FEN,COLOGNE,Germany,,../../../en/results/fencing/athlete-profile-n1309666-wagner-benedikt.htm
WAGNER EHLINGER Nicolas,WAGNER EHLINGER N,Male,00:00.0,,,Luxembourg,LUX,Equestrian,EQU,LUXEMBOURG,,,../../../en/results/equestrian/athlete-profile-n1379461-wagner-ehlinger-nicolas.htm
WAGNER Kristina,WAGNER K,Female,00:00.0,"BOSTON, MA",United States of America,United States of America,USA,Rowing,ROW,"SARATOGA SPRINGS, NY",United States of America,1.83/6'0'',../../../en/results/rowing/athlete-profile-n1348228-wagner-kristina.htm
WAGNER Moritz,WAGNER M,Male,00:00.0,BERLIN,Germany,Germany,GER,Basketball,BKB,,,2.11/6'11'',../../../en/results/basketball/athlete-profile-n1327304-wagner-moritz.htm
WAIDA Rio,WAIDA R,Male,00:00.0,SAITAMA,Japan,Indonesia,INA,Surfing,SRF,BALI,Indonesia,,../../../en/results/surfing/athlete-profile-n1352209-waida-rio.htm
WAINE Ben,WAINE B,Male,00:00.0,WELLINGTON,New Zealand,New Zealand,NZL,Football,FBL,,,1.79/5'10'',../../../en/results/football/athlete-profile-n1475762-waine-ben.htm
WAINIQOLO Jiuta,WAINIQOLO J,Male,00:00.0,,,Fiji,FIJ,Rugby Sevens,RUG,,,1.87/6'1'',../../../en/results/rugby-sevens/athlete-profile-n1282505-wainiqolo-jiuta.htm
WAIRIMU Jane Wacu,WAIRIMU JW,Female,00:00.0,NYERI,Kenya,Kenya,KEN,Volleyball,VVO,NAIROBI,Kenya,1.74/5'8'',../../../en/results/volleyball/athlete-profile-n1307390-wairimu-jane-wacu.htm
WAIS Ahmad Badreddin,WAIS AB,Male,00:00.0,ALEPPO,Syrian Arab Republic,Syrian Arab Republic,EOR,Cycling Road,CRD,HINDELBANK,Switzerland,,../../../en/results/cycling-road/athlete-profile-n1485471-wais-ahmad-badreddin.htm
WAKELING Brandon Dean,WAKELING BD,Male,00:00.0,"CAMPBELLTOWN, NSW",Australia,Australia,AUS,Weightlifting,WLF,"GOLD COAST, QLD",Australia,,../../../en/results/weightlifting/athlete-profile-n1470229-wakeling-brandon-dean.htm
WAKIMOTO Yuta,WAKIMOTO Y,Male,00:00.0,,,Japan,JPN,Cycling Track,CTR,,,,../../../en/results/cycling-track/athlete-profile-n1313867-wakimoto-yuta.htm
WALCOTT Keshorn,WALCOTT K,Male,00:00.0,TOCO,Trinidad and Tobago,Trinidad and Tobago,TTO,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1469981-walcott-keshorn.htm
WALCOTT-NOLAN Revee,WALCOTT-NOLAN R,Female,00:00.0,,,Great Britain,GBR,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1881029-walcott-nolan-revee.htm
WALCZYKIEWICZ Marta,WALCZYKIEWICZ M,Female,00:00.0,,,Poland,POL,Canoe Sprint,CSP,,,1.65/5'4'',../../../en/results/canoe-sprint/athlete-profile-n1317121-walczykiewicz-marta.htm
WALDMAN Dani G.,WALDMAN DG,Female,00:00.0,"NEW YORK, NY",United States of America,Israel,ISR,Equestrian,EQU,PUTTEN,Netherlands,,../../../en/results/equestrian/athlete-profile-n1325950-waldman-dani-g-.htm
WALE Getnet,WALE G,Male,00:00.0,,Ethiopia,Ethiopia,ETH,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1450578-wale-getnet.htm
WALES Lachlan,WALES L,Male,00:00.0,,,Australia,AUS,Football,FBL,,,1.79/5'10'',../../../en/results/football/athlete-profile-n1482646-wales-lachlan.htm
WALIHAN Sailike,WALIHAN S,Male,00:00.0,XINJIANG,People's Republic of China,People's Republic of China,CHN,Wrestling,WRE,,,,../../../en/results/wrestling/athlete-profile-n1318640-walihan-sailike.htm
WALIWARSHA Nimali,WALIWARSHA N,Female,00:00.0,EMBILIPITIYA,Sri Lanka,Sri Lanka,SRI,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1480792-waliwarsha-nimali.htm
WALKDEN Bianca,WALKDEN B,Female,00:00.0,LIVERPOOL,Great Britain,Great Britain,GBR,Taekwondo,TKW,MANCHESTER,Great Britain,,../../../en/results/taekwondo/athlete-profile-n1440119-walkden-bianca.htm
WALKER Kristina,WALKER K,Female,00:00.0,,,Canada,CAN,Rowing,ROW,"KINGSTON, ON",Canada,1.79/5'10'',../../../en/results/rowing/athlete-profile-n1433286-walker-kristina.htm
WALKER Kurt Anthony,WALKER KA,Male,00:00.0,,,Ireland,IRL,Boxing,BOX,LISBURN,Great Britain,,../../../en/results/boxing/athlete-profile-n1281809-walker-kurt-anthony.htm
WALL Jade,WALL J,Female,00:00.0,"NAMBOUR, QLD",Australia,Australia,AUS,Baseball/Softball,BSB,AUSTRALIA,,,../../../en/results/baseball-softball/athlete-profile-n1484439-wall-jade.htm
WALLACE Bernadette,WALLACE B,Female,00:00.0,,,Australia,AUS,Canoe Sprint,CSP,,,1.86/6'1'',../../../en/results/canoe-sprint/athlete-profile-n1342449-wallace-bernadette.htm
WALLACE James Brodie Burns,WALLACE JBB,Male,00:00.0,"VANCOUVER, BC",Canada,Canada,CAN,Hockey,HOC,"VANCOUVER, BC",Canada,1.95/6'4'',../../../en/results/hockey/athlete-profile-n1433907-wallace-james-brodie-burns.htm
WALLACE Zachary,WALLACE Z,Male,00:00.0,,,Great Britain,GBR,Hockey,HOC,,,1.72/5'7'',../../../en/results/hockey/athlete-profile-n1444625-wallace-zachary.htm
WALLER Jack,WALLER J,Male,00:00.0,,,Great Britain,GBR,Hockey,HOC,,,1.73/5'8'',../../../en/results/hockey/athlete-profile-n1444626-waller-jack.htm
WALLI Susanne,WALLI S,Female,00:00.0,,,Austria,AUT,Athletics,ATH,LINZ,Austria,,../../../en/results/athletics/athlete-profile-n1896254-walli-susanne.htm
WALLS Matthew,WALLS M,Male,00:00.0,,,Great Britain,GBR,Cycling Track,CTR,,,,../../../en/results/cycling-track/athlete-profile-n1474980-walls-matthew.htm
WALRAVEN Nicole,WALRAVEN N,Female,00:00.0,,Zimbabwe,South Africa,RSA,Hockey,HOC,PRETORIA,South Africa,,../../../en/results/hockey/athlete-profile-n1318752-walraven-nicole.htm
