medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
Silver Medal,2,2021-08-07 00:00:00.0,KRASILNIKOV V,KRASILNIKOV Viacheslav,M,../../../en/results/beach-volleyball/athlete-profile-n1428871-krasilnikov-viacheslav.htm,ROC,VBV,Men,ROC,Beach Volleyball
Silver Medal,2,2021-08-07 00:00:00.0,STOYANOVSKIY O,STOYANOVSKIY Oleg,M,../../../en/results/beach-volleyball/athlete-profile-n1428872-stoyanovskiy-oleg.htm,ROC,VBV,Men,ROC,Beach Volleyball
Bronze Medal,3,2021-08-07 00:00:00.0,YOUNOUSSE C,YOUNOUSSE Cherif,M,../../../en/results/beach-volleyball/athlete-profile-n1435321-younousse-cherif.htm,QAT,VBV,Men,Qatar,Beach Volleyball
Bronze Medal,3,2021-08-07 00:00:00.0,TIJAN A,TIJAN Ahmed,M,../../../en/results/beach-volleyball/athlete-profile-n1435323-tijan-ahmed.htm,QAT,VBV,Men,Qatar,Beach Volleyball
Gold Medal,1,2021-08-07 00:00:00.0,YAFAI G,YAFAI Galal,M,../../../en/results/boxing/athlete-profile-n1443515-yafai-galal.htm,GBR,BOX,Men's Fly (48-52kg),Great Britain,Boxing
Silver Medal,2,2021-08-07 00:00:00.0,PAALAM C,PAALAM Carlo,M,../../../en/results/boxing/athlete-profile-n1464302-paalam-carlo.htm,PHI,BOX,Men's Fly (48-52kg),Philippines,Boxing
Gold Medal,1,2021-08-07 00:00:00.0,SOUSA H,SOUSA Hebert,M,../../../en/results/boxing/athlete-profile-n1320482-sousa-hebert.htm,BRA,BOX,Men's Middle (69-75kg),Brazil,Boxing
Silver Medal,2,2021-08-07 00:00:00.0,KHYZHNIAK O,KHYZHNIAK Oleksandr,M,../../../en/results/boxing/athlete-profile-n1477669-khyzhniak-oleksandr.htm,UKR,BOX,Men's Middle (69-75kg),Ukraine,Boxing
Gold Medal,1,2021-08-07 00:00:00.0,KRASTEVA SZ,KRASTEVA Stoyka Zhelyazkova,W,../../../en/results/boxing/athlete-profile-n1328469-krasteva-stoyka-zhelyazkova.htm,BUL,BOX,Women's Fly (48-51kg),Bulgaria,Boxing
Silver Medal,2,2021-08-07 00:00:00.0,CAKIROGLU BN,CAKIROGLU Buse Naz,W,../../../en/results/boxing/athlete-profile-n1378429-cakiroglu-buse-naz.htm,TUR,BOX,Women's Fly (48-51kg),Turkey,Boxing
Gold Medal,1,2021-08-07 00:00:00.0,SURMENELI B,SURMENELI Busenaz,W,../../../en/results/boxing/athlete-profile-n1378436-surmeneli-busenaz.htm,TUR,BOX,Women's Welter (64-69kg),Turkey,Boxing
Silver Medal,2,2021-08-07 00:00:00.0,GU H,GU Hong,W,../../../en/results/boxing/athlete-profile-n1306086-gu-hong.htm,CHN,BOX,Women's Welter (64-69kg),People's Republic of China,Boxing
Gold Medal,1,2021-08-07 00:00:00.0,QUEIROZ dos SANTOS,QUEIROZ dos SANTOS Isaquias,M,../../../en/results/canoe-sprint/athlete-profile-n1329188-queiroz-dos-santos-isaquias.htm,BRA,CSP,Men's Canoe Single 1000m,Brazil,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,LIU H,LIU Hao,M,../../../en/results/canoe-sprint/athlete-profile-n1324788-liu-hao.htm,CHN,CSP,Men's Canoe Single 1000m,People's Republic of China,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,TARNOVSCHI S,TARNOVSCHI Serghei,M,../../../en/results/canoe-sprint/athlete-profile-n1382333-tarnovschi-serghei.htm,MDA,CSP,Men's Canoe Single 1000m,Republic of Moldova,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,LEMKE M,LEMKE Max,M,../../../en/results/canoe-sprint/athlete-profile-n1333353-lemke-max.htm,GER,CSP,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,LIEBSCHER T,LIEBSCHER Tom,M,../../../en/results/canoe-sprint/athlete-profile-n1333354-liebscher-tom.htm,GER,CSP,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,RAUHE R,RAUHE Ronald,M,../../../en/results/canoe-sprint/athlete-profile-n1333358-rauhe-ronald.htm,GER,CSP,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,RENDSCHMIDT M,RENDSCHMIDT Max,M,../../../en/results/canoe-sprint/athlete-profile-n1333359-rendschmidt-max.htm,GER,CSP,Men's Kayak Four 500m,Germany,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,AREVALO C,AREVALO Carlos,M,../../../en/results/canoe-sprint/athlete-profile-n1358213-arevalo-carlos.htm,ESP,CSP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,CRAVIOTTO S,CRAVIOTTO Saul,M,../../../en/results/canoe-sprint/athlete-profile-n1358222-craviotto-saul.htm,ESP,CSP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,GERMADE R,GERMADE Rodrigo,M,../../../en/results/canoe-sprint/athlete-profile-n1358236-germade-rodrigo.htm,ESP,CSP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,WALZ M,WALZ Marcus,M,../../../en/results/canoe-sprint/athlete-profile-n1358266-walz-marcus.htm,ESP,CSP,Men's Kayak Four 500m,Spain,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,BALAZ S,BALAZ Samuel,M,../../../en/results/canoe-sprint/athlete-profile-n1387273-balaz-samuel.htm,SVK,CSP,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,BOTEK A,BOTEK Adam,M,../../../en/results/canoe-sprint/athlete-profile-n1387275-botek-adam.htm,SVK,CSP,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,MYSAK D,MYSAK Denis,M,../../../en/results/canoe-sprint/athlete-profile-n1387294-mysak-denis.htm,SVK,CSP,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,VLCEK E,VLCEK Erik,M,../../../en/results/canoe-sprint/athlete-profile-n1387303-vlcek-erik.htm,SVK,CSP,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,SUN M,SUN Mengya,W,../../../en/results/canoe-sprint/athlete-profile-n1324886-sun-mengya.htm,CHN,CSP,Women's Canoe Double 500m,People's Republic of China,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,XU S,XU Shixiao,W,../../../en/results/canoe-sprint/athlete-profile-n1324992-xu-shixiao.htm,CHN,CSP,Women's Canoe Double 500m,People's Republic of China,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,LUZAN L,LUZAN Liudmyla,W,../../../en/results/canoe-sprint/athlete-profile-n1334797-luzan-liudmyla.htm,UKR,CSP,Women's Canoe Double 500m,Ukraine,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,CHETVERIKOVA A,CHETVERIKOVA Anastasiia,W,../../../en/results/canoe-sprint/athlete-profile-n1334790-chetverikova-anastasiia.htm,UKR,CSP,Women's Canoe Double 500m,Ukraine,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,VINCENT-LAPOINTE L,VINCENT-LAPOINTE Laurence,W,../../../en/results/canoe-sprint/athlete-profile-n1433179-vincent-lapointe-laurence.htm,CAN,CSP,Women's Canoe Double 500m,Canada,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,VINCENT K,VINCENT Katie,W,../../../en/results/canoe-sprint/athlete-profile-n1433178-vincent-katie.htm,CAN,CSP,Women's Canoe Double 500m,Canada,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,BODONYI D,BODONYI Dora,W,../../../en/results/canoe-sprint/athlete-profile-n1301880-bodonyi-dora.htm,HUN,CSP,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,KOZAK D,KOZAK Danuta,W,../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm,HUN,CSP,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,CSIPES T,CSIPES Tamara,W,../../../en/results/canoe-sprint/athlete-profile-n1302771-csipes-tamara.htm,HUN,CSP,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,KARASZ A,KARASZ Anna,W,../../../en/results/canoe-sprint/athlete-profile-n1302870-karasz-anna.htm,HUN,CSP,Women's Kayak Four 500m,Hungary,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,LITVINCHUK M,LITVINCHUK Maryna,W,../../../en/results/canoe-sprint/athlete-profile-n1290419-litvinchuk-maryna.htm,BLR,CSP,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,MAKHNEVA M,MAKHNEVA Marharyta,W,../../../en/results/canoe-sprint/athlete-profile-n1290421-makhneva-marharyta.htm,BLR,CSP,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,PAPOK N,PAPOK Nadzeya,W,../../../en/results/canoe-sprint/athlete-profile-n1290422-papok-nadzeya.htm,BLR,CSP,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver Medal,2,2021-08-07 00:00:00.0,KHUDZENKA V,KHUDZENKA Volha,W,../../../en/results/canoe-sprint/athlete-profile-n1290425-khudzenka-volha.htm,BLR,CSP,Women's Kayak Four 500m,Belarus,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,NAJA K,NAJA Karolina,W,../../../en/results/canoe-sprint/athlete-profile-n1317117-naja-karolina.htm,POL,CSP,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,PULAWSKA A,PULAWSKA Anna,W,../../../en/results/canoe-sprint/athlete-profile-n1317114-pulawska-anna.htm,POL,CSP,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,ISKRZYCKA J,ISKRZYCKA Justyna,W,../../../en/results/canoe-sprint/athlete-profile-n1317116-iskrzycka-justyna.htm,POL,CSP,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze Medal,3,2021-08-07 00:00:00.0,WISNIEWSKA H,WISNIEWSKA Helena,W,../../../en/results/canoe-sprint/athlete-profile-n1317098-wisniewska-helena.htm,POL,CSP,Women's Kayak Four 500m,Poland,Canoe Sprint
Gold Medal,1,2021-08-07 00:00:00.0,HANSEN LN,HANSEN Lasse Norman,M,../../../en/results/cycling-track/athlete-profile-n1366655-hansen-lasse-norman.htm,DEN,CTR,Men's Madison,,Cycling Track
Gold Medal,1,2021-08-07 00:00:00.0,MORKOV M,MORKOV Michael,M,../../../en/results/cycling-track/athlete-profile-n1366657-morkov-michael.htm,DEN,CTR,Men's Madison,,Cycling Track
Silver Medal,2,2021-08-07 00:00:00.0,WALLS M,WALLS Matthew,M,../../../en/results/cycling-track/athlete-profile-n1474980-walls-matthew.htm,GBR,CTR,Men's Madison,Great Britain,Cycling Track
Silver Medal,2,2021-08-07 00:00:00.0,HAYTER E,HAYTER Ethan,M,../../../en/results/cycling-track/athlete-profile-n1474952-hayter-ethan.htm,GBR,CTR,Men's Madison,Great Britain,Cycling Track
Bronze Medal,3,2021-08-07 00:00:00.0,GRONDIN D,GRONDIN Donavan,M,../../../en/results/cycling-track/athlete-profile-n1398927-grondin-donavan.htm,FRA,CTR,Men's Madison,France,Cycling Track
Bronze Medal,3,2021-08-07 00:00:00.0,THOMAS B,THOMAS Benjamin,M,../../../en/results/cycling-track/athlete-profile-n1398928-thomas-benjamin.htm,FRA,CTR,Men's Madison,France,Cycling Track
Gold Medal,1,2021-08-07 00:00:00.0,CAO Y,CAO Yuan,M,../../../en/results/diving/athlete-profile-n1329531-cao-yuan.htm,CHN,DIV,Men's 10m Platform,People's Republic of China,Diving
Silver Medal,2,2021-08-07 00:00:00.0,YANG J,YANG Jian,M,../../../en/results/diving/athlete-profile-n1329912-yang-jian.htm,CHN,DIV,Men's 10m Platform,People's Republic of China,Diving
Bronze Medal,3,2021-08-07 00:00:00.0,DALEY T,DALEY Thomas,M,../../../en/results/diving/athlete-profile-n1444126-daley-thomas.htm,GBR,DIV,Men's 10m Platform,Great Britain,Diving
Gold Medal,1,2021-08-07 00:00:00.0,von ECKERMANN H,von ECKERMANN Henrik,O,../../../en/results/equestrian/athlete-profile-n1436074-von-eckermann-henrik.htm,SWE,EQU,Jumping Team,Sweden,Equestrian
Gold Medal,1,2021-08-07 00:00:00.0,BARYARD-JOHNSSON M,BARYARD-JOHNSSON Malin,O,../../../en/results/equestrian/athlete-profile-n1436075-baryard-johnsson-malin.htm,SWE,EQU,Jumping Team,Sweden,Equestrian
Gold Medal,1,2021-08-07 00:00:00.0,FREDRICSON P,FREDRICSON Peder,O,../../../en/results/equestrian/athlete-profile-n1436076-fredricson-peder.htm,SWE,EQU,Jumping Team,Sweden,Equestrian
Silver Medal,2,2021-08-07 00:00:00.0,SPRINGSTEEN J,SPRINGSTEEN Jessica,O,../../../en/results/equestrian/athlete-profile-n1451492-springsteen-jessica.htm,USA,EQU,Jumping Team,United States of America,Equestrian
Silver Medal,2,2021-08-07 00:00:00.0,KRAUT L,KRAUT Laura,O,../../../en/results/equestrian/athlete-profile-n1451498-kraut-laura.htm,USA,EQU,Jumping Team,United States of America,Equestrian
Silver Medal,2,2021-08-07 00:00:00.0,WARD M,WARD McLain,O,../../../en/results/equestrian/athlete-profile-n1451510-ward-mclain.htm,USA,EQU,Jumping Team,United States of America,Equestrian
Bronze Medal,3,2021-08-07 00:00:00.0,DEVOS P,DEVOS Pieter,O,../../../en/results/equestrian/athlete-profile-n1393569-devos-pieter.htm,BEL,EQU,Jumping Team,Belgium,Equestrian
Bronze Medal,3,2021-08-07 00:00:00.0,GUERY J,GUERY Jerome,O,../../../en/results/equestrian/athlete-profile-n1401970-guery-jerome.htm,BEL,EQU,Jumping Team,Belgium,Equestrian
Bronze Medal,3,2021-08-07 00:00:00.0,WATHELET G,WATHELET Gregory,O,../../../en/results/equestrian/athlete-profile-n1401972-wathelet-gregory.htm,BEL,EQU,Jumping Team,Belgium,Equestrian
Gold Medal,1,2021-08-07 00:00:00.0,CLAUDINHO,CLAUDINHO,M,../../../en/results/football/athlete-profile-n1409173-claudinho.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,SANTOS,SANTOS,M,../../../en/results/football/athlete-profile-n1351460-santos.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,ANTONY,ANTONY,M,../../../en/results/football/athlete-profile-n1351463-antony.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,ABNER,ABNER,M,../../../en/results/football/athlete-profile-n1351464-abner.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,BRENNO,BRENNO,M,../../../en/results/football/athlete-profile-n1351475-brenno.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,FUCHS B,FUCHS Bruno,M,../../../en/results/football/athlete-profile-n1351476-fuchs-bruno.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,GUIMARAES B,GUIMARAES Bruno,M,../../../en/results/football/athlete-profile-n1351478-guimaraes-bruno.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,DOUGLAS LUIZ,DOUGLAS LUIZ,M,../../../en/results/football/athlete-profile-n1351499-douglas-luiz.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,ALVES D,ALVES Dani,M,../../../en/results/football/athlete-profile-n1351502-alves-dani.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,DIEGO CARLOS,DIEGO CARLOS,M,../../../en/results/football/athlete-profile-n1351503-diego-carlos.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,ARANA G,ARANA Guilherme,M,../../../en/results/football/athlete-profile-n1351537-arana-guilherme.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,MENINO G,MENINO Gabriel,M,../../../en/results/football/athlete-profile-n1351539-menino-gabriel.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,MARTINELLI G,MARTINELLI Gabriel,M,../../../en/results/football/athlete-profile-n1351544-martinelli-gabriel.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,LUCAO,LUCAO,M,../../../en/results/football/athlete-profile-n1351587-lucao.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,CUNHA M,CUNHA Matheus,M,../../../en/results/football/athlete-profile-n1351612-cunha-matheus.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,NINO,NINO,M,../../../en/results/football/athlete-profile-n1351613-nino.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,MALCOM,MALCOM,M,../../../en/results/football/athlete-profile-n1351620-malcom.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,MATHEUS HENRIQUE,MATHEUS HENRIQUE,M,../../../en/results/football/athlete-profile-n1351630-matheus-henrique.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,PAULINHO,PAULINHO,M,../../../en/results/football/athlete-profile-n1351638-paulinho.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,RICHARLISON,RICHARLISON,M,../../../en/results/football/athlete-profile-n1351643-richarlison.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,REINIER,REINIER,M,../../../en/results/football/athlete-profile-n1351646-reinier.htm,BRA,FBL,Men,Brazil,Football
Gold Medal,1,2021-08-07 00:00:00.0,GRACA R,GRACA Ricardo,M,../../../en/results/football/athlete-profile-n1351649-graca-ricardo.htm,BRA,FBL,Men,Brazil,Football
Silver Medal,2,2021-08-07 00:00:00.0,ZUBIMENDI M,ZUBIMENDI Martin,M,../../../en/results/football/athlete-profile-n1402143-zubimendi-martin.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,GIL O,GIL Oscar,M,../../../en/results/football/athlete-profile-n1402148-gil-oscar.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,MINGUEZA O,MINGUEZA Oscar,M,../../../en/results/football/athlete-profile-n1402149-mingueza-oscar.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,ASENSIO M,ASENSIO Marco,M,../../../en/results/football/athlete-profile-n1328563-asensio-marco.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,CEBALLOS D,CEBALLOS Dani,M,../../../en/results/football/athlete-profile-n1328592-ceballos-dani.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,CUCURELLA M,CUCURELLA Marc,M,../../../en/results/football/athlete-profile-n1328604-cucurella-marc.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,GIL B,GIL Bryan,M,../../../en/results/football/athlete-profile-n1329209-gil-bryan.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,GONZALEZ P,GONZALEZ Pedri,M,../../../en/results/football/athlete-profile-n1329220-gonzalez-pedri.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,FERNANDEZ A,FERNANDEZ Alvaro,M,../../../en/results/football/athlete-profile-n1329251-fernandez-alvaro.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,TORRES P,TORRES Pau,M,../../../en/results/football/athlete-profile-n1329258-torres-pau.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,GARCIA E,GARCIA Eric,M,../../../en/results/football/athlete-profile-n1329269-garcia-eric.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,MERINO M,MERINO Mikel,M,../../../en/results/football/athlete-profile-n1332360-merino-mikel.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,MIR R,MIR Rafa,M,../../../en/results/football/athlete-profile-n1332363-mir-rafa.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,MIRANDA J,MIRANDA Juan,M,../../../en/results/football/athlete-profile-n1332365-miranda-juan.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,MONCAYOLA J,MONCAYOLA Jon,M,../../../en/results/football/athlete-profile-n1332368-moncayola-jon.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,OLMO D,OLMO Dani,M,../../../en/results/football/athlete-profile-n1332399-olmo-dani.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,OYARZABAL M,OYARZABAL Mikel,M,../../../en/results/football/athlete-profile-n1332402-oyarzabal-mikel.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,PUADO J,PUADO Javier,M,../../../en/results/football/athlete-profile-n1334645-puado-javier.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,SIMON U,SIMON Unai,M,../../../en/results/football/athlete-profile-n1334742-simon-unai.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,SOLER C,SOLER Carlos,M,../../../en/results/football/athlete-profile-n1334746-soler-carlos.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,VALLEJO J,VALLEJO Jesus,M,../../../en/results/football/athlete-profile-n1334762-vallejo-jesus.htm,ESP,FBL,Men,Spain,Football
Silver Medal,2,2021-08-07 00:00:00.0,VILLAR I,VILLAR Ivan,M,../../../en/results/football/athlete-profile-n1334773-villar-ivan.htm,ESP,FBL,Men,Spain,Football
Bronze Medal,3,2021-08-07 00:00:00.0,MARTIN H,MARTIN Henry,M,../../../en/results/football/athlete-profile-n1409218-martin-henry.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,MALAGON L,MALAGON Luis,M,../../../en/results/football/athlete-profile-n1452204-malagon-luis.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,ANGULO R,ANGULO Ricardo,M,../../../en/results/football/athlete-profile-n1452249-angulo-ricardo.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,BELTRAN F,BELTRAN Fernando,M,../../../en/results/football/athlete-profile-n1468605-beltran-fernando.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,AGUIRRE E,AGUIRRE Eduardo,M,../../../en/results/football/athlete-profile-n1300068-aguirre-eduardo.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,AGUIRRE E,AGUIRRE Erick,M,../../../en/results/football/athlete-profile-n1300069-aguirre-erick.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,ALVARADO R,ALVARADO Roberto,M,../../../en/results/football/athlete-profile-n1300227-alvarado-roberto.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,ANGULO J,ANGULO Jesus,M,../../../en/results/football/athlete-profile-n1300344-angulo-jesus.htm,MEX,FBL,Men,Mexico,Football
Bronze Medal,3,2021-08-07 00:00:00.0,ANTUNA U,ANTUNA Uriel,M,../../../en/results/football/athlete-profile-n1300351-antuna-uriel.htm,MEX,FBL,Men,Mexico,Football
